8.4689 	INFO 	Loaded monitor calibration from ['2024_08_09 00:06']
8.7449 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C550>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C4F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C340>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000211687185E0>, multiSample=False, name='window1', numSamples=2, pos=[368.0, 132.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.7449 	EXP 	window1: backgroundImage = ''
8.7449 	EXP 	window1: backgroundFit = 'none'
8.7451 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C670>
8.7453 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C670>
8.7473 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C670>
8.7479 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C670>
8.7564 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7579 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7591 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7605 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7629 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7640 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7655 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7663 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7671 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7683 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7711 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7736 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7748 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7760 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7769 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7778 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7793 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7802 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7804 	DEBUG 	Uploading Texture Font fontname to graphics card
8.7875 	DEBUG 	Upload of Texture Font fontname complete
8.7892 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C670>
8.7894 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C670>
8.7900 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C670>
8.7906 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002116846C670>
8.7957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7973 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7987 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7990 	DEBUG 	Uploading Texture Font fontname to graphics card
8.8174 	DEBUG 	Upload of Texture Font fontname complete
8.8204 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.8204 	EXP 	window1: recordFrameIntervals = False
9.0021 	EXP 	window1: recordFrameIntervals = True
9.1857 	EXP 	Screen (0) actual frame rate measured at 59.95Hz
9.1858 	EXP 	window1: recordFrameIntervals = False
9.1863 	EXP 	window1: mouseVisible = True
9.1872 	EXP 	window1: mouseVisible = True
9.1876 	EXP 	window1: mouseVisible = True
9.1890 	EXP 	window1: mouseVisible = True
9.1912 	EXP 	window1: mouseVisible = True
9.2014 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2036 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2073 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2113 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2145 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2176 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2197 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2226 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2257 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2284 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2289 	DEBUG 	Uploading Texture Font fontname to graphics card
9.2297 	DEBUG 	Upload of Texture Font fontname complete
9.2328 	EXP 	window1: mouseVisible = True
9.2331 	EXP 	window1: mouseVisible = True
9.2342 	EXP 	window1: mouseVisible = True
9.2353 	EXP 	window1: mouseVisible = True
9.3211 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
14.0895 	INFO 	keyboard.Keyboard is using iohub backend.
14.0896 	EXP 	word_prime: status = STARTED
14.0899 	EXP 	window1: mouseVisible = True
14.1458 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.1553 	EXP 	window1: mouseVisible = True
14.1594 	EXP 	window1: mouseVisible = True
14.1597 	EXP 	window1: mouseVisible = True
14.1613 	EXP 	window1: mouseVisible = True
14.1628 	EXP 	window1: mouseVisible = True
14.1701 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1704 	DEBUG 	Uploading Texture Font fontname to graphics card
14.1711 	DEBUG 	Upload of Texture Font fontname complete
14.1731 	EXP 	window1: mouseVisible = True
14.1733 	EXP 	window1: mouseVisible = True
14.1740 	EXP 	window1: mouseVisible = True
14.1745 	EXP 	window1: mouseVisible = True
14.1781 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1789 	DEBUG 	Uploading Texture Font fontname to graphics card
14.1854 	DEBUG 	Upload of Texture Font fontname complete
14.1869 	EXP 	window1: mouseVisible = True
14.1871 	EXP 	window1: mouseVisible = True
14.1877 	EXP 	window1: mouseVisible = True
14.1882 	EXP 	window1: mouseVisible = True
14.1933 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1945 	DEBUG 	Uploading Texture Font fontname to graphics card
14.1996 	DEBUG 	Upload of Texture Font fontname complete
14.2015 	EXP 	window1: mouseVisible = True
14.2017 	EXP 	window1: mouseVisible = True
14.2023 	EXP 	window1: mouseVisible = True
14.2028 	EXP 	window1: mouseVisible = True
14.2098 	EXP 	window1: mouseVisible = True
14.2116 	EXP 	window1: mouseVisible = True
14.2574 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
14.2576 	EXP 	window1: mouseVisible = True
14.2594 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.2599 	EXP 	window1: mouseVisible = True
14.2601 	EXP 	window1: mouseVisible = True
14.2609 	EXP 	window1: mouseVisible = True
14.2616 	EXP 	window1: mouseVisible = True
14.2688 	EXP 	window1: mouseVisible = True
14.2690 	EXP 	window1: mouseVisible = True
14.2698 	EXP 	window1: mouseVisible = True
14.2705 	EXP 	window1: mouseVisible = True
14.2816 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2878 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2920 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2952 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2978 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2999 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.3023 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.3045 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.3064 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.3067 	DEBUG 	Uploading Texture Font fontname to graphics card
14.3131 	DEBUG 	Upload of Texture Font fontname complete
14.3145 	EXP 	window1: mouseVisible = True
14.4468 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to submit', units='height', win=Window(...), wrapWidth=1)
0.0184 	EXP 	slider: autoLog = True
0.0184 	EXP 	slider: styleTweaks = []
