9.0571 	INFO 	Loaded monitor calibration from ['2024_08_09 00:06']
9.5371 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D610>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D5B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D400>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002256A098670>, multiSample=False, name='window1', numSamples=2, pos=[368.0, 132.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.5371 	EXP 	window1: backgroundImage = ''
9.5371 	EXP 	window1: backgroundFit = 'none'
9.5374 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D700>
9.5376 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D700>
9.5415 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D700>
9.5421 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D700>
9.5558 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5572 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5585 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5600 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5614 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5623 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5635 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5650 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5658 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5690 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5701 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5713 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5727 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5748 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5772 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5789 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5833 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5849 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5853 	DEBUG 	Uploading Texture Font fontname to graphics card
9.6225 	DEBUG 	Upload of Texture Font fontname complete
9.6240 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D700>
9.6242 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D700>
9.6248 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D700>
9.6254 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000022569E1D700>
9.6303 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6320 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6336 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.6339 	DEBUG 	Uploading Texture Font fontname to graphics card
9.6562 	DEBUG 	Upload of Texture Font fontname complete
9.6591 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.6591 	EXP 	window1: recordFrameIntervals = False
9.8666 	EXP 	window1: recordFrameIntervals = True
9.9652 	WARNING 	t of last frame was 32.01ms (=1/31)
10.1545 	WARNING 	t of last frame was 21.19ms (=1/47)
10.3346 	EXP 	Screen (0) actual frame rate measured at 59.45Hz
10.3347 	EXP 	window1: recordFrameIntervals = False
10.3348 	EXP 	window1: mouseVisible = True
10.3355 	EXP 	window1: mouseVisible = True
10.3358 	EXP 	window1: mouseVisible = True
10.3374 	EXP 	window1: mouseVisible = True
10.3388 	EXP 	window1: mouseVisible = True
10.3506 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3530 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3562 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3598 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3635 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3663 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3681 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3701 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3722 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3746 	DEBUG 	Uploading Texture Font fontname to graphics card
10.3752 	DEBUG 	Upload of Texture Font fontname complete
10.3771 	EXP 	window1: mouseVisible = True
10.3772 	EXP 	window1: mouseVisible = True
10.3778 	EXP 	window1: mouseVisible = True
10.3784 	EXP 	window1: mouseVisible = True
10.4405 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
15.0322 	INFO 	keyboard.Keyboard is using iohub backend.
15.0322 	EXP 	word_prime: status = STARTED
15.0326 	EXP 	window1: mouseVisible = True
15.0805 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
15.0991 	EXP 	window1: mouseVisible = True
15.1076 	EXP 	window1: mouseVisible = True
15.1079 	EXP 	window1: mouseVisible = True
15.1091 	EXP 	window1: mouseVisible = True
15.1104 	EXP 	window1: mouseVisible = True
15.1201 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.1206 	DEBUG 	Uploading Texture Font fontname to graphics card
15.1216 	DEBUG 	Upload of Texture Font fontname complete
15.1256 	EXP 	window1: mouseVisible = True
15.1258 	EXP 	window1: mouseVisible = True
15.1270 	EXP 	window1: mouseVisible = True
15.1283 	EXP 	window1: mouseVisible = True
15.1334 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.1342 	DEBUG 	Uploading Texture Font fontname to graphics card
15.1498 	DEBUG 	Upload of Texture Font fontname complete
15.1513 	EXP 	window1: mouseVisible = True
15.1515 	EXP 	window1: mouseVisible = True
15.1521 	EXP 	window1: mouseVisible = True
15.1526 	EXP 	window1: mouseVisible = True
15.1573 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.1584 	DEBUG 	Uploading Texture Font fontname to graphics card
15.1658 	DEBUG 	Upload of Texture Font fontname complete
15.1675 	EXP 	window1: mouseVisible = True
15.1677 	EXP 	window1: mouseVisible = True
